id_achat,id_client,date_achat,montant,produit
153,12,2025-10-29 08:34:14,369.76,Keyboard
154,12,2025-02-12 14:42:45,487.93,Tablet
155,12,2025-05-14 04:04:40,382.73,Speaker
156,12,2025-12-01 14:42:21,285.21,Keyboard
157,12,2025-06-24 02:47:27,128.45,Phone
158,12,2025-12-08 01:51:06,141.06,Headphones
159,12,2025-12-05 18:00:09,79.03,Laptop
160,12,2025-10-29 00:21:25,152.2,Mouse
161,12,2025-11-14 22:50:27,433.44,Mouse
162,12,2025-02-04 21:25:09,131.65,Tablet
163,12,2025-06-10 12:20:54,408.6,Charger
164,12,2025-06-24 12:24:58,363.35,Headphones
165,13,2025-10-25 16:53:23,88.08,Speaker
166,13,2026-01-15 13:21:52,238.74,Monitor
167,13,2025-08-07 01:32:46,253.71,Phone
168,13,2025-09-21 18:40:07,473.16,Speaker
169,13,2025-09-29 16:27:10,234.04,Headphones
170,13,2025-07-10 06:59:18,115.42,Keyboard
171,13,2025-07-05 20:11:55,33.84,Monitor
172,13,2025-11-22 04:47:00,252.5,Webcam
173,13,2025-03-09 13:45:28,150.02,Laptop
174,13,2025-03-01 15:18:02,425.11,Mouse
175,13,2025-03-18 02:07:52,75.63,Monitor
176,13,2025-12-15 08:43:56,366.48,Mouse
177,13,2025-05-02 08:07:59,189.31,Mouse
178,13,2025-11-10 17:58:51,35.07,Speaker
179,13,2025-12-06 21:09:07,105.38,Speaker
180,13,2025-09-02 13:42:12,151.41,Mouse
181,13,2025-11-09 01:19:07,257.09,Speaker
182,13,2025-11-23 19:53:01,147.06,Charger
183,13,2025-03-04 19:21:50,343.4,Phone
184,13,2025-10-27 18:56:16,73.05,Phone
185,13,2025-03-27 00:13:28,203.01,Keyboard
186,13,2025-06-11 17:09:39,283.34,Keyboard
187,13,2025-06-29 17:54:22,379.93,Headphones
188,13,2025-10-02 08:49:57,305.21,Mouse
189,13,2025-06-01 08:57:08,255.04,Laptop
190,14,2025-03-16 12:32:05,77.15,Keyboard
191,14,2026-01-09 23:00:14,403.94,Speaker
192,15,2025-04-24 19:01:42,82.98,Speaker
193,15,2025-11-25 08:33:23,78.49,Charger
194,15,2025-07-26 19:32:18,166.08,Mouse
195,15,2025-04-11 23:35:53,495.4,Monitor
196,15,2025-05-03 02:51:16,300.93,Speaker
197,15,2025-02-27 02:44:28,415.86,Speaker
198,15,2025-05-28 13:31:35,250.02,Charger
199,15,2025-09-26 17:40:09,156.9,Laptop
200,15,2025-10-16 19:21:59,190.5,Phone
201,15,2025-02-18 03:50:32,490.15,Charger
202,15,2025-07-17 08:35:21,160.76,Laptop
203,15,2026-01-04 14:34:18,302.49,Monitor
204,15,2025-10-22 18:35:44,483.86,Charger
205,15,2025-07-30 07:17:35,293.04,Laptop
206,15,2025-11-08 15:17:44,295.93,Tablet
207,16,2025-04-25 10:29:54,318.22,Charger
208,16,2025-11-10 09:02:04,389.56,Mouse
209,16,2025-05-01 08:50:08,82.41,Headphones
210,16,2025-06-02 09:15:48,25.47,Phone
211,16,2025-05-15 01:47:08,103.48,Webcam
212,16,2025-10-15 01:13:08,163.71,Tablet
213,16,2025-07-12 02:06:29,212.35,Headphones
214,16,2025-05-28 19:27:00,211.08,Charger
215,16,2025-11-22 04:19:16,461.06,Laptop
216,16,2025-07-14 07:16:27,355.83,Speaker
217,16,2025-10-19 01:51:05,111.6,Keyboard
218,16,2025-04-30 13:28:09,499.08,Webcam
219,16,2025-08-29 01:45:45,267.48,Keyboard
220,16,2025-05-07 07:26:11,478.78,Webcam
221,16,2025-09-08 05:56:09,456.94,Keyboard
222,16,2025-02-03 06:37:42,277.67,Monitor
223,16,2025-11-12 01:30:23,308.94,Headphones
224,17,2025-03-15 18:33:15,146.71,Monitor
225,17,2025-03-18 21:08:51,120.18,Monitor
226,17,2025-08-11 00:47:58,387.88,Headphones
227,17,2025-05-12 09:49:50,348.22,Webcam
228,17,2025-01-30 11:14:49,165.35,Keyboard
229,17,2025-04-16 05:32:03,284.64,Monitor
230,17,2025-12-28 05:14:55,151.02,Charger
231,17,2025-06-13 10:02:49,341.54,Mouse
232,18,2025-08-27 06:01:56,490.28,Keyboard
233,18,2025-06-10 06:17:56,477.76,Tablet
234,18,2025-10-24 14:35:29,152.32,Monitor
235,18,2025-05-13 11:48:55,478.1,Phone
236,18,2025-05-19 11:46:04,179.72,Webcam
237,18,2025-10-25 09:32:44,331.43,Webcam
238,18,2025-03-22 20:56:59,114.85,Speaker
239,18,2025-08-28 20:15:06,142.86,Speaker
240,18,2025-09-23 13:47:23,351.12,Tablet
241,18,2025-05-18 17:51:34,63.52,Charger
242,18,2025-07-23 23:26:23,127.25,Laptop
243,18,2025-10-24 07:50:26,338.22,Speaker
244,18,2025-07-10 05:16:42,120.58,Headphones
245,18,2025-10-08 20:52:35,35.72,Mouse
246,18,2025-05-14 21:56:29,171.84,Webcam
247,18,2025-03-21 08:57:40,59.27,Tablet
248,18,2025-11-05 05:33:34,12.54,Speaker
249,18,2025-11-29 02:27:34,489.18,Tablet
250,18,2025-10-17 08:06:10,209.38,Webcam
251,18,2025-03-11 07:39:56,243.95,Headphones
252,18,2025-03-18 07:11:12,380.4,Monitor
253,18,2025-09-13 07:18:11,167.37,Laptop
254,18,2025-05-13 22:12:14,454.89,Phone
255,18,2025-12-20 01:18:01,329.63,Headphones
256,18,2025-06-18 14:42:58,272.22,Laptop
257,18,2025-04-30 07:43:39,457.48,Tablet
258,18,2025-09-24 16:31:09,214.76,Tablet
259,18,2025-04-18 21:48:51,467.62,Laptop
260,18,2025-01-31 06:29:12,498.61,Mouse
261,19,2025-12-16 20:36:19,252.74,Monitor
262,19,2025-04-12 14:17:50,439.6,Laptop
263,19,2025-09-03 21:33:54,156.21,Charger
264,19,2025-05-18 01:13:26,62.58,Keyboard
265,19,2025-03-19 00:18:39,149.44,Speaker
266,19,2025-09-04 06:55:37,266.92,Tablet
267,19,2025-01-25 01:56:02,427.02,Webcam
268,19,2025-05-01 03:26:41,143.69,Phone
269,19,2025-06-10 19:41:53,172.04,Webcam
270,19,2025-10-27 10:58:12,327.66,Tablet
271,19,2025-08-05 21:52:51,16.9,Keyboard
272,19,2025-11-05 21:37:45,397.48,Charger
273,19,2025-12-24 08:37:10,340.46,Headphones
274,19,2025-08-09 02:33:24,95.99,Mouse
275,19,2025-06-27 00:12:37,415.23,Speaker
276,19,2025-07-24 15:11:13,170.68,Mouse
277,19,2025-09-17 13:55:44,337.94,Tablet
278,19,2026-01-04 22:06:34,491.03,Webcam
279,19,2025-03-27 13:48:05,168.56,Headphones
280,19,2025-06-03 01:46:00,13.35,Mouse
281,19,2025-09-27 10:35:43,125.41,Monitor
282,19,2025-03-21 22:20:30,477.48,Monitor
283,19,2025-09-05 09:57:46,295.41,Charger
284,19,2025-12-17 12:22:11,15.6,Keyboard
285,19,2025-08-03 00:00:38,349.46,Laptop
286,19,2025-05-22 10:55:02,337.22,Webcam
287,20,2025-08-11 15:19:20,88.26,Speaker
288,20,2025-06-14 18:46:34,462.32,Monitor
289,20,2025-06-16 04:28:52,348.24,Monitor
290,20,2025-12-22 11:39:27,190.1,Headphones
291,20,2026-01-15 01:10:36,117.37,Tablet
292,20,2025-07-27 20:16:57,244.31,Webcam
293,20,2025-09-29 04:46:16,376.39,Charger
294,20,2025-03-27 01:47:05,193.08,Speaker
295,20,2025-12-24 13:44:35,457.27,Speaker
296,20,2025-08-12 09:01:35,402.98,Headphones
297,21,2025-07-26 14:31:08,131.26,Charger
298,21,2025-03-29 12:11:34,437.84,Phone
299,21,2025-07-27 08:39:23,267.5,Speaker
300,21,2026-01-03 19:21:19,354.85,Phone
301,21,2025-06-16 22:07:52,459.45,Phone
302,21,2025-01-25 22:07:17,40.26,Speaker
303,21,2025-10-07 02:37:03,452.42,Headphones
304,21,2025-02-14 13:00:07,290.62,Tablet
305,21,2025-06-02 08:33:21,90.62,Speaker
306,21,2025-04-17 16:59:12,226.5,Headphones
307,21,2025-05-20 12:25:34,361.29,Webcam
308,21,2025-04-10 13:31:27,54.56,Speaker
309,21,2025-04-17 12:11:05,228.29,Laptop
310,21,2025-03-19 16:23:26,232.18,Speaker
311,21,2025-05-08 11:33:11,213.56,Charger
312,21,2025-09-13 18:24:41,38.29,Webcam
313,21,2025-11-18 13:05:00,339.66,Monitor
314,21,2025-10-30 10:00:59,364.41,Mouse
315,21,2025-11-22 22:02:00,134.68,Laptop
316,21,2025-03-07 20:08:13,375.44,Charger
317,21,2025-09-29 19:52:19,45.78,Mouse
318,21,2025-04-06 21:05:54,178.82,Phone
319,21,2025-06-07 20:17:55,275.17,Laptop
320,21,2025-08-02 02:31:34,467.95,Phone
321,21,2025-07-17 18:39:10,493.21,Webcam
322,22,2025-08-29 12:43:52,150.67,Tablet
323,22,2026-01-09 20:28:05,386.8,Mouse
324,23,2025-09-25 09:59:18,496.5,Mouse
325,23,2026-01-07 08:48:40,229.78,Mouse
326,23,2025-01-25 03:11:01,194.07,Speaker
327,23,2025-12-12 14:37:06,75.17,Keyboard
328,23,2025-11-06 05:04:46,68.13,Speaker
329,23,2025-12-14 20:23:15,202.6,Tablet
330,23,2025-12-04 10:07:57,366.65,Headphones
331,23,2025-11-20 12:22:05,419.06,Laptop
332,23,2025-11-22 07:13:27,489.46,Webcam
333,23,2025-08-11 22:36:03,340.01,Speaker
334,23,2026-01-04 04:41:09,217.82,Mouse
335,23,2025-04-19 02:02:20,413.45,Headphones
336,24,2025-11-04 07:36:24,179.62,Monitor
337,24,2025-04-09 01:10:49,102.36,Phone
338,24,2025-06-10 14:05:31,25.79,Mouse
339,24,2025-10-05 08:40:04,311.31,Laptop
340,24,2025-02-02 03:33:36,127.93,Phone
341,24,2025-06-24 03:40:17,59.44,Laptop
342,24,2025-09-20 15:57:15,228.76,Laptop
343,24,2025-02-27 18:43:11,129.92,Laptop
344,24,2025-05-28 08:46:02,207.11,Headphones
345,24,2025-08-05 10:55:43,274.48,Laptop
346,24,2025-02-15 11:47:32,78.67,Monitor
347,24,2025-05-05 19:46:52,124.74,Charger
348,24,2025-08-23 06:26:57,166.26,Charger
349,24,2025-08-16 01:43:53,388.54,Keyboard
350,24,2025-12-15 04:24:01,126.08,Tablet
351,25,2025-11-04 06:29:18,265.41,Mouse
352,25,2025-08-17 05:27:45,157.25,Laptop
353,25,2025-12-25 06:49:52,282.79,Charger
354,25,2025-02-20 05:57:59,441.06,Tablet
355,25,2025-11-26 06:35:49,316.74,Mouse
356,25,2025-02-11 03:11:13,282.37,Laptop
357,25,2025-07-12 20:23:02,486.42,Mouse
358,25,2025-08-28 11:30:40,395.04,Keyboard
359,25,2025-08-11 11:42:00,351.19,Mouse
360,25,2025-04-26 16:43:48,83.12,Mouse
361,25,2025-04-25 10:09:40,100.1,Speaker
362,25,2025-04-29 20:13:43,242.02,Headphones
363,25,2025-11-26 00:33:28,157.36,Tablet
364,25,2025-11-03 13:30:18,404.83,Laptop
365,25,2025-04-01 08:12:30,285.57,Mouse
366,25,2025-10-15 05:55:30,283.07,Tablet
367,25,2026-01-19 00:43:27,200.33,Monitor
368,25,2025-09-30 03:25:37,109.63,Phone
369,25,2025-12-19 10:09:15,461.89,Keyboard
370,25,2025-04-25 13:50:27,55.31,Headphones
371,25,2025-04-19 01:44:47,35.25,Mouse
372,25,2025-10-15 05:21:03,340.1,Charger
373,26,2025-10-25 23:56:00,438.07,Headphones
374,26,2025-07-16 12:18:28,404.28,Charger
375,27,2025-03-30 07:14:16,339.01,Headphones
376,27,2025-02-05 00:27:39,244.9,Keyboard
377,27,2025-09-13 23:02:20,158.56,Laptop
378,27,2025-05-03 14:33:28,113.79,Headphones
379,27,2025-08-22 18:15:00,481.42,Phone
380,27,2025-05-08 03:43:59,375.97,Webcam
381,27,2025-02-24 20:59:36,458.08,Charger
382,27,2025-11-04 23:45:20,354.85,Mouse
383,27,2025-04-04 04:31:28,458.41,Speaker
384,27,2025-11-01 04:39:45,167.59,Monitor
385,27,2025-12-09 00:04:41,196.52,Speaker
386,27,2026-01-11 16:52:29,327.87,Monitor
387,27,2025-02-14 02:54:05,138.17,Speaker
388,27,2026-01-07 07:18:36,442.58,Webcam
389,27,2026-01-06 03:16:45,58.32,Webcam
390,27,2025-03-12 20:54:35,383.2,Keyboard
391,27,2025-08-11 08:03:17,458.02,Keyboard
392,27,2025-05-17 23:23:59,163.33,Laptop
393,27,2025-02-13 00:46:05,285.64,Headphones
394,27,2025-04-11 01:40:01,373.21,Laptop
395,27,2025-04-18 18:43:18,137.78,Charger
396,27,2025-04-25 03:09:19,293.78,Mouse
397,27,2025-09-04 20:22:23,154.64,Headphones
398,27,2025-11-12 04:50:27,171.63,Mouse
399,28,2025-09-03 03:17:50,418.35,Webcam
400,28,2025-07-24 18:03:27,279.81,Keyboard
401,28,2025-07-19 16:47:10,136.09,Webcam
402,28,2025-02-27 13:24:32,483.59,Webcam
403,28,2025-08-16 22:02:54,235.81,Keyboard
404,28,2025-12-28 18:57:04,92.94,Speaker
405,28,2025-11-19 20:45:26,249.27,Speaker
406,28,2025-02-09 05:35:25,495.26,Laptop
407,28,2025-05-24 05:26:21,266.73,Phone
408,28,2025-11-23 04:56:53,473.14,Laptop
409,28,2025-09-23 13:53:36,384.53,Mouse
410,28,2025-02-17 18:22:54,77.37,Headphones
411,28,2025-04-06 16:17:08,43.3,Tablet
412,28,2025-07-25 03:32:03,14.48,Speaker
413,28,2025-03-06 14:27:01,233.44,Laptop
414,28,2025-07-11 00:15:09,312.74,Charger
415,28,2025-02-21 18:40:47,457.25,Webcam
416,28,2025-07-24 06:26:22,17.71,Speaker
417,28,2025-04-07 01:19:49,280.31,Laptop
418,29,2025-02-28 04:22:30,269.41,Monitor
419,30,2025-08-19 00:42:29,488.96,Laptop
420,30,2025-09-06 06:50:43,256.09,Mouse
421,30,2025-04-13 21:21:10,405.02,Tablet
422,30,2025-09-09 17:57:58,62.44,Phone
423,30,2025-07-28 14:46:59,266.95,Headphones
424,30,2025-05-16 21:18:10,104.05,Speaker
425,30,2025-08-29 11:59:51,133.68,Keyboard
426,30,2025-01-24 02:57:56,140.99,Mouse
427,30,2025-09-03 07:25:38,48.72,Mouse
428,30,2025-07-06 07:04:37,234.91,Headphones
429,30,2025-12-20 19:51:44,495.21,Headphones
430,30,2026-01-06 20:34:17,156.99,Phone
431,30,2025-03-04 16:56:32,330.33,Laptop
432,30,2025-10-27 00:10:39,55.82,Mouse
433,30,2025-12-30 16:24:21,194.81,Webcam
434,30,2025-07-11 07:11:05,37.5,Laptop
435,30,2025-11-18 07:19:07,354.39,Phone
436,30,2025-09-26 23:11:06,254.93,Mouse
437,31,2025-04-06 01:07:12,394.34,Charger
438,31,2025-09-06 02:45:35,488.89,Phone
439,31,2025-11-29 07:44:46,448.45,Laptop
440,31,2025-09-23 23:27:52,122.59,Charger
441,31,2025-09-16 00:12:39,243.0,Laptop
442,31,2025-11-09 19:38:08,462.84,Monitor
443,31,2025-07-16 14:03:49,450.66,Charger
444,31,2025-01-20 14:04:44,332.47,Tablet
445,31,2025-04-28 03:55:24,465.1,Keyboard
446,31,2025-11-09 10:28:31,17.67,Headphones
447,31,2025-06-27 12:33:11,297.65,Mouse
448,31,2025-09-10 22:29:27,465.15,Monitor
449,31,2025-05-05 12:58:25,89.6,Headphones
450,31,2025-07-30 16:52:36,287.68,Mouse
451,31,2025-09-22 12:00:19,341.75,Speaker
452,31,2025-03-29 22:51:37,172.55,Tablet
453,31,2025-05-28 00:36:19,397.34,Phone
454,31,2025-08-05 09:46:38,255.39,Keyboard
455,31,2025-07-27 01:57:25,36.31,Mouse
456,31,2025-08-08 02:09:27,123.75,Phone
457,31,2025-05-10 14:15:32,176.89,Charger
458,32,2025-09-27 23:54:22,204.38,Keyboard
459,32,2025-05-16 18:17:09,24.52,Monitor
460,32,2025-05-02 23:59:08,393.94,Webcam
461,32,2025-12-23 04:55:20,250.4,Keyboard
462,32,2025-08-15 01:50:05,280.99,Mouse
463,32,2025-04-27 02:31:02,221.61,Charger
464,32,2025-06-01 21:08:26,333.73,Phone
465,32,2025-05-07 07:20:15,388.36,Monitor
466,32,2025-10-10 15:24:52,401.05,Phone
467,32,2025-08-26 08:49:36,50.2,Tablet
468,32,2025-08-03 18:20:40,196.2,Tablet
469,32,2025-05-20 07:43:34,372.43,Keyboard
470,32,2025-09-20 11:28:38,186.74,Phone
471,32,2025-07-10 06:58:10,12.55,Monitor
472,32,2025-03-04 16:26:25,227.92,Monitor
473,32,2025-11-10 05:36:04,60.09,Phone
474,32,2025-04-01 03:30:26,101.82,Webcam
475,32,2025-07-28 18:02:35,282.92,Speaker
476,32,2025-01-22 22:12:34,209.94,Laptop
477,32,2025-05-24 08:41:38,53.91,Speaker
478,33,2026-01-02 08:14:59,302.49,Keyboard
479,33,2025-08-06 06:47:42,433.22,Laptop
480,33,2025-07-22 02:54:03,153.01,Mouse
481,34,2025-07-31 22:32:33,51.5,Speaker
482,34,2025-03-24 17:57:14,453.55,Headphones
483,34,2025-03-30 19:57:21,290.26,Tablet
484,34,2025-02-14 20:31:21,345.8,Tablet
485,34,2025-11-11 17:15:29,78.03,Monitor
486,34,2025-07-07 04:08:06,141.52,Tablet
487,34,2025-10-08 18:03:24,41.0,Mouse
488,34,2025-05-18 16:55:26,145.22,Monitor
489,34,2025-02-26 02:54:05,247.27,Phone
490,34,2026-01-14 17:50:30,186.95,Headphones
491,34,2025-12-21 04:09:54,363.24,Webcam
492,34,2025-07-11 12:22:19,300.97,Headphones
493,34,2025-06-02 09:09:32,234.35,Tablet
494,34,2025-09-25 02:57:51,159.28,Mouse
495,34,2025-10-14 04:23:07,172.79,Charger
496,34,2025-08-17 13:29:15,196.15,Keyboard
497,34,2025-12-05 20:15:26,225.71,Mouse
498,34,2025-04-01 07:56:18,409.58,Charger
499,34,2025-04-05 13:54:18,76.7,Keyboard
500,34,2025-11-18 20:19:47,305.57,Headphones
501,34,2025-03-03 14:43:50,244.71,Tablet
502,34,2025-11-12 15:45:58,482.64,Keyboard
503,34,2025-04-20 10:01:22,152.81,Webcam
504,34,2025-04-13 04:47:07,484.2,Headphones
505,34,2025-05-19 16:46:43,169.68,Monitor
506,35,2025-08-03 06:23:22,395.07,Keyboard
507,35,2025-05-18 23:50:51,65.81,Charger
508,35,2025-05-24 16:13:41,107.9,Speaker
509,35,2025-11-14 01:01:16,98.16,Speaker
510,35,2025-08-14 09:08:45,23.19,Webcam
511,35,2025-07-22 15:39:50,472.06,Headphones
512,35,2025-03-01 08:43:16,224.84,Monitor
513,35,2025-10-13 07:45:44,417.33,Phone
514,35,2025-05-16 22:14:21,411.29,Mouse
515,35,2026-01-15 14:52:14,339.76,Tablet
516,35,2025-09-14 02:39:52,320.33,Headphones
517,35,2025-04-12 01:31:37,133.81,Tablet
518,35,2025-08-30 03:38:54,360.47,Mouse
519,35,2025-10-08 07:54:25,46.24,Charger
520,35,2025-03-21 10:25:07,244.83,Mouse
521,35,2025-05-26 03:10:36,271.84,Mouse
522,35,2025-03-22 03:06:12,276.39,Keyboard
523,35,2025-04-04 22:08:22,353.8,Speaker
524,35,2025-11-14 00:48:19,300.97,Phone
525,35,2025-06-23 06:41:18,63.59,Headphones
526,35,2025-11-21 13:45:17,332.22,Keyboard
527,35,2025-03-28 02:32:40,91.51,Charger
528,35,2025-12-17 10:00:35,31.71,Mouse
529,35,2025-03-22 17:36:04,483.74,Keyboard
530,35,2025-09-14 08:13:29,483.2,Mouse
531,35,2025-10-04 17:15:27,61.91,Phone
532,35,2025-03-22 10:02:48,136.78,Speaker
533,36,2025-05-26 21:02:00,264.21,Charger
534,36,2025-08-08 23:16:44,346.96,Headphones
535,36,2025-07-23 09:22:08,228.43,Mouse
536,36,2025-10-01 04:26:17,236.9,Charger
537,36,2025-09-08 13:24:23,348.31,Tablet
538,36,2025-11-22 17:08:03,179.03,Laptop
